,Mark,Competitor,Nat,Location,Date,Results Score,Discipline
1112,31:33.07,Florencia BORELLI,ARG,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1163,10000m
1113,31:35.28,Jessica MCCLAIN,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1161,10000m
1114,31:36.37,Jessica WARNER-JUDD,GBR,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1160,10000m
1115,31:36.45,Dolphine Nyaboke OMARE,KEN,"Egao Kenko Stadium, Kumamoto (JPN)",13 APR 2024,1160,10000m
1116,31:37.85,Katrina COOGAN,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1159,10000m
1117,31:38.45,Elisa PALMERO,ITA,"Stadio Olimpico, Roma (ITA)",11 JUN 2024,1158,10000m
1118,31:39.86,Anna ARNAUDO,ITA,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1157,10000m
1119,31:44.67,Holly CAMPBELL,AUS,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1153,10000m
1120,31:45.37,Abbie DONNELLY,GBR,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1152,10000m
1121,31:47.09,Mekedes ALEMESHETE,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",14 JUN 2024,1151,10000m
1122,31:48.11,Sarah WANJIRU,KEN,"Universiade Commemorative Stadium, Kobe (JPN)",21 APR 2024,1150,10000m
1123,31:50.41,Annet Chemengich CHELANGAT,UGA,"Stade de France, Paris (FRA)",09 AUG 2024,1148,10000m
1124,31:51.20,Tabithanjeri KAMAU,KEN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1147,10000m
1125,31:51.27,Sayaka SATO,JPN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1147,10000m
1126,31:52.07,Yuka TAKASHIMA,JPN,"Stade de France, Paris (FRA)",09 AUG 2024,1146,10000m
1127,31:52.19,Erika TANOURA,JPN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1146,10000m
1128,31:53.76,Kazuna KANETOMO,JPN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1145,10000m
1129,31:54.34,Maggie MONTOYA,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1144,10000m
1130,31:55.18,Wuga HE,CHN,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1143,10000m
1131,31:56.01,Amy-Eloise NEALE,GBR,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1143,10000m
1132,31:56.58,Eva DIETERICH,GER,"Sportpark Orsbeck, Wassenberg (GER)",04 MAY 2024,1142,10000m
1133,31:57.65,Sophie WALLIS,GBR,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1141,10000m
1134,31:58.55,Lisa MERKEL,GER,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1140,10000m
1135,31:59.56,Jana VAN LENT,BEL,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1139,10000m
1136,32:00.08,Mikuni YADA,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1139,10000m
1137,32:00.20,Katie CAMARENA,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1139,10000m
1138,32:00.69,Rebecca MWANGI,KEN,"Municipal Stadium, Miyoshi (JPN)",18 MAY 2024,1138,10000m
1139,32:01.21,Mebrat GIDEY,ETH,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1138,10000m
1140,32:01.70,Verity OCKENDEN,GBR,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1138,10000m
1141,32:02.00,Clara EVANS,GBR,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1137,10000m
1142,32:02.08,Parul CHAUDHARY,IND,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1137,10000m
1143,32:02.34,Anne-Marie BLANEY,USA,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1137,10000m
1144,32:02.52,Miyaka SUGATA,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1137,10000m
1145,32:07.67,. SEEMA,IND,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1132,10000m
1146,32:11.65,Olivia PRATT,USA,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1129,10000m
1147,32:12.02,Kellyn TAYLOR,USA,"Hayward Field, Eugene, OR (USA)",29 JUN 2024,1128,10000m
1148,32:14.43,Carolina ROBLES,ESP,"Estadi Municipal La Bòbila, Gavá (ESP)",02 MAR 2024,1126,10000m
1149,32:14.93,Konstanze KLOSTERHALFEN,GER,"Sportanlage am Oberen Wöhrd, Regensburg (GER)",13 APR 2024,1126,10000m
1150,32:15.24,Chloé HERBIET,BEL,"Atletiekbaan Brakkenstein, Nijmegen (NED)",18 MAY 2024,1126,10000m
1151,32:15.91,Jasmijn LAU,NED,"Stadio Olimpico, Roma (ITA)",11 JUN 2024,1125,10000m
1152,32:16.31,Shiho TACHIZAKO,JPN,"Athletics Stadium, Fukagawa (JPN)",17 JUL 2024,1125,10000m
1153,32:16.85,Nina CHYDENIUS,FIN,"Stadio Olimpico, Roma (ITA)",11 JUN 2024,1124,10000m
1154,32:16.98,Jessica GOCKLEY-DAY,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1124,10000m
1155,32:17.50,Miriam DATTKE,GER,"Sportpark Orsbeck, Wassenberg (GER)",04 MAY 2024,1124,10000m
1156,32:17.92,Lyubov DUBROVSKAYA,RUS,"Kalininets Stadium, Yekaterinburg (RUS)",17 AUG 2024,1123,10000m
1157,32:17.95,Olga VOVK,RUS,"Kalininets Stadium, Yekaterinburg (RUS)",17 AUG 2024,1123,10000m
1158,32:18.02,Ai HOSODA,JPN,"Municipal Stadium, Miyoshi (JPN)",18 MAY 2024,1123,10000m
1159,32:19.75,Maria YERMAKOVA,RUS,"Kalininets Stadium, Yekaterinburg (RUS)",17 AUG 2024,1122,10000m
1160,32:19.76,XiuZhen MA,CHN,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1122,10000m
1161,32:20.70,Alyson CHURCHILL,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1121,10000m
1162,32:21.76,Sanjivani JADHAV,IND,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1120,10000m
1163,32:22.08,Kaede KAWAMURA,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1120,10000m
1164,32:22.20,Hilda CHEBET,KEN,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1120,10000m
1165,32:22.45,Stephanie BRUCE,USA,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1119,10000m
1166,32:22.68,Isabel BARREIRO,ESP,"Estadi Municipal La Bòbila, Gavá (ESP)",02 MAR 2024,1119,10000m
1167,32:22.98,Kana KOBAYASHI,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",21 SEP 2024,1119,10000m
1168,32:24.43,Atsede BAYISA,ETH,"Mt. Hood Community College, Gresham, OR (USA)",08 JUN 2024,1118,10000m
1169,32:24.50,Sora SHINOZAKURA,JPN,"Universiade Commemorative Stadium, Kobe (JPN)",21 APR 2024,1118,10000m
1170,32:24.82,Jacqueline GAUGHAN,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1117,10000m
1171,32:25.78,Beatriz ÁLVAREZ,ESP,"Estadi Municipal La Bòbila, Gavá (ESP)",02 MAR 2024,1116,10000m
1172,32:26.25,Philippa BOWDEN,GBR,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1116,10000m
1173,32:26.88,Carrie VERDON,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1115,10000m
1174,32:27.67,Jessie CARDIN,USA,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1115,10000m
1175,32:27.71,Kaho ONISHI,JPN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1115,10000m
1176,32:28.31,Danielle POLERECKY,USA,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1114,10000m
1177,32:28.70,Natosha ROGERS,USA,"Hayward Field, Eugene, OR (USA)",29 JUN 2024,1114,10000m
1178,32:28.89,Grace HARTMAN,USA,"Paul Derr TF Facility, Raleigh, NC (USA)",29 MAR 2024,1114,10000m
1179,32:28.94,Jennifer GULIKERS,NED,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1114,10000m
1180,32:29.74,Nwabisa MJOLI,RSA,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",27 JAN 2024,1113,10000m
1181,32:30.31,Katie IZZO,USA,"Hayward Field, Eugene, OR (USA)",29 JUN 2024,1112,10000m
1182,32:31.41,Elena HAYDAY,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1111,10000m
1183,32:31.72,Kaho HORIO,JPN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1111,10000m
1184,32:31.8h,Joy CHEPTOYEK,UGA,"Nyayo National Stadium, Nairobi (KEN)",22 MAY 2024,1111,10000m
1185,32:33.33,Aubrey FRENTHEWAY,USA,"Mt. Hood Community College, Gresham, OR (USA)",08 JUN 2024,1110,10000m
1186,32:33.73,Annie RODENFELS,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1109,10000m
1187,32:33.88,Rika KASEDA,JPN,"Yanmar Stadium Nagai, Osaka (JPN)",31 MAY 2024,1109,10000m
1188,32:35.17,Anna VIKULOVA,RUS,"Kalininets Stadium, Yekaterinburg (RUS)",17 AUG 2024,1108,10000m
1189,32:35.43,Sandrafelis Chebet TUEI,KEN,"Ulinzi Sports Complex, Langata, Nairobi (KEN)",05 JAN 2024,1108,10000m
1190,32:35.92,Mélody JULIEN,FRA,"Stade Complexe Sportif Jean-Paul Chasseboeuf, Pacé (FRA)",04 MAY 2024,1108,10000m
1191,32:36.16,Andrea MARKEZICH,USA,"Paul Derr TF Facility, Raleigh, NC (USA)",29 MAR 2024,1107,10000m
1192,32:36.25,Chloe SCRIMGEOUR,USA,"Villanova University, Villanova, PA (USA)",09 MAY 2024,1107,10000m
1193,32:36.47,Sydney THORVALDSON,USA,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1107,10000m
1194,32:36.64,Veerle BAKKER,NED,"Atletiekbaan Brakkenstein, Nijmegen (NED)",18 MAY 2024,1107,10000m
1195,32:36.77,Anastasia MARINAKOU,GRE,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1107,10000m
1196,32:36.97,Yasna PETROVA,BUL,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1107,10000m
1197,32:37.60,Alicia BERZOSA,ESP,"Stadio Olimpico, Roma (ITA)",11 JUN 2024,1106,10000m
1198,32:37.60,Deborah CHEMUTAI,KEN,"Athletics Stadium, Fukagawa (JPN)",17 JUL 2024,1106,10000m
1199,32:38.73,Silke JONKMAN,NED,"Stadio Olimpico, Roma (ITA)",11 JUN 2024,1105,10000m
1200,32:40.25,Laura PRIEGO,ESP,"Stadio Olimpico, Roma (ITA)",11 JUN 2024,1104,10000m
1201,32:40.85,Tiantian LIANG,CHN,"HOC Stadium, Hangzhou (CHN)",13 APR 2024,1103,10000m
1202,32:40.92,Lily MURPHY,USA,"Paul Derr TF Facility, Raleigh, NC (USA)",29 MAR 2024,1103,10000m
1203,32:41.22,Alexandra HAYS,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1103,10000m
1204,32:41.41,Lilla BÖHM,HUN,"Stadio Olimpico, Roma (ITA)",11 JUN 2024,1103,10000m
1205,32:41.48,Mica RIVERA,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1103,10000m
1206,32:42.09,Momoka KAWAGUCHI,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1102,10000m
1207,32:42.12,Susanna SULLIVAN,USA,"Hayward Field, Eugene, OR (USA)",29 JUN 2024,1102,10000m
1208,32:43.28,Georgie GRGEC,NZL,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1101,10000m
1209,32:43.4h,Gladys KWAMBOKA,KEN,"Nyayo National Stadium, Nairobi (KEN)",22 MAY 2024,1101,10000m
1210,32:44.19,Jenny SCHILLING,USA,"Paul Derr TF Facility, Raleigh, NC (USA)",29 MAR 2024,1100,10000m
1211,32:44.42,Mizuki MATSUDA,JPN,"Yanmar Stadium Nagai, Osaka (JPN)",31 MAY 2024,1100,10000m
1212,32:44.62,Erin STRZELECKI,USA,"Paul Derr TF Facility, Raleigh, NC (USA)",29 MAR 2024,1100,10000m
1213,1:03:04,Agnes Jebet NGETICH,KEN,Valencia (ESP),27 OCT 2024,1277,Half
1214,1:03:21,Fotyen TESFAY,ETH,Valencia (ESP),27 OCT 2024,1270,Half
1215,1:03:32,Lilian Kasait RENGERUK,KEN,Valencia (ESP),27 OCT 2024,1266,Half
1216,1:04:14,Ejgayehu TAYE,ETH,Valencia (ESP),27 OCT 2024,1251,Half
1217,1:04:29,Joyciline JEPKOSGEI,KEN,Barcelona (ESP),11 FEB 2024,1246,Half
1218,1:04:37,Sutume Asefa KEBEDE,ETH,"Houston, TX (USA)",14 JAN 2024,1243,Half
1219,1:04:40,Senbere TEFERI,ETH,Barcelona (ESP),11 FEB 2024,1242,Half
1220,1:05:11,Margaret Chelimo KIPKEMBOI,KEN,Copenhagen (DEN),15 SEP 2024,1231,Half
1221,1:05:14,Tsigie GEBRESELAMA,ETH,Ras Al Khaimah (UAE),24 FEB 2024,1230,Half
1222,1:05:31,Yalemzerf YEHUALAW,ETH,Larne (GBR),25 AUG 2024,1224,Half
1223,1:05:43,Judy KEMBOI,KEN,Copenhagen (DEN),15 SEP 2024,1219,Half
1224,1:05:44,Ababel YESHANEH,ETH,Ras Al Khaimah (UAE),24 FEB 2024,1219,Half
1225,1:05:51,Brigid KOSGEI,KEN,Lisboa (POR),17 MAR 2024,1217,Half
1226,1:05:58,Loice CHEMNUNG,KEN,Málaga (ESP),10 MAR 2024,1214,Half
1227,1:05:58,Ruth CHEPNGETICH,KEN,Buenos Aires (ARG),25 AUG 2024,1214,Half
1228,1:05:59,Winfridah Moraa MOSETI,KEN,Málaga (ESP),10 MAR 2024,1214,Half
1229,1:06:05,Jackline SAKILU,TAN,Ras Al Khaimah (UAE),24 FEB 2024,1212,Half
1230,1:06:06,Sheila CHELANGAT,KEN,Valencia (ESP),27 OCT 2024,1211,Half
1231,1:06:07,Hellen OBIRI,KEN,"Houston, TX (USA)",14 JAN 2024,1211,Half
1232,1:06:07,Dolphine Nyaboke OMARE,KEN,Marugame (JPN),04 FEB 2024,1211,Half
1233,1:06:09,Catherine Reline AMANANG'OLE,KEN,Copenhagen (DEN),15 SEP 2024,1210,Half
1234,1:06:13,Jesca CHELANGAT,KEN,Valencia (ESP),27 OCT 2024,1209,Half
1235,1:06:21,Ftaw ZERAY,ETH,Copenhagen (DEN),15 SEP 2024,1206,Half
1236,1:06:24,Buze DIRIBA,ETH,"Houston, TX (USA)",14 JAN 2024,1205,Half
1237,1:06:25,Weini KELATI FREZGHI,USA,"Houston, TX (USA)",14 JAN 2024,1204,Half
1238,1:06:34,Gladys CHEPKURUI,KEN,Barcelona (ESP),11 FEB 2024,1201,Half
1239,1:06:36,Evaline CHIRCHIR,KEN,Ras Al Khaimah (UAE),24 FEB 2024,1201,Half
1240,1:06:43,Viola CHEPNGENO,KEN,Copenhagen (DEN),15 SEP 2024,1198,Half
1241,1:06:43,Miriam CHEBET,KEN,Cardiff (GBR),06 OCT 2024,1198,Half
1242,1:06:47,Sheila CHEPKIRUI,KEN,Marugame (JPN),04 FEB 2024,1197,Half
1243,1:06:53,Tekle MULUAT,ETH,Berlin (GER),07 APR 2024,1195,Half
1244,1:06:55,Karoline Bjerkeli GRØVDAL,NOR,Copenhagen (DEN),15 SEP 2024,1194,Half
1245,1:06:58,Joan Chelimo MELLY,ROU,Paris (FRA),03 MAR 2024,1193,Half
1246,1:07:04,Angela TANUI,KEN,Napoli (ITA),25 FEB 2024,1191,Half
1247,1:07:04,Alemaddis EYAYU,ETH,Buenos Aires (ARG),25 AUG 2024,1191,Half
1248,1:07:07,Jessica WARNER-JUDD,GBR,Barcelona (ESP),11 FEB 2024,1190,Half
1249,1:07:07,Konstanze KLOSTERHALFEN,GER,Valencia (ESP),27 OCT 2024,1190,Half
1250,1:07:08,Veronica LOLEO,KEN,Copenhagen (DEN),15 SEP 2024,1189,Half
1251,1:07:12,Susan CHEMBAI,KEN,Den Haag (NED),10 MAR 2024,1188,Half
1252,1:07:16,Grace Loibach NAWOWUNA,KEN,Cardiff (GBR),06 OCT 2024,1187,Half
1253,1:07:17,Caroline NYAGA,KEN,Cardiff (GBR),06 OCT 2024,1186,Half
1254,1:07:19,Peres JEPCHIRCHIR,KEN,Ras Al Khaimah (UAE),24 FEB 2024,1185,Half
1255,1:07:19,Maurine JEMUTAI,KEN,Yangzhou (CHN),31 MAR 2024,1185,Half
1256,1:07:25,Gete ALEMAYEHU,ETH,Ras Al Khaimah (UAE),24 FEB 2024,1183,Half
1257,1:07:26,Melat Yisak KEJETA,GER,Berlin (GER),07 APR 2024,1183,Half
1258,1:07:34,Annie FRISBIE,USA,"Two Harbors to Duluth,, Duluth, MN (USA)",22 JUN 2024,1180,Half
1259,1:07:35,Joyce Chepkemoi TELE,KEN,Buenos Aires (ARG),25 AUG 2024,1180,Half
1260,1:07:36,Mestawut FIKIR,ETH,"Houston, TX (USA)",14 JAN 2024,1180,Half
1261,1:07:36,Caroline KARIBA,KEN,Marugame (JPN),04 FEB 2024,1180,Half
1262,1:07:47,Adane ANMAW,ETH,Cardiff (GBR),06 OCT 2024,1176,Half
1263,1:07:52,Edna Ngeringwony KIPLAGAT,KEN,"Houston, TX (USA)",14 JAN 2024,1174,Half
1264,1:07:55,Deshun ZHANG,CHN,Meishan (CHN),25 FEB 2024,1173,Half
1265,1:07:55,Anchinalu DESSIE,ETH,Milano (ITA),24 MAR 2024,1173,Half
1266,1:07:55,Vivian MELLY,KEN,Zwolle (NED),08 JUN 2024,1173,Half
1267,1:07:56,Yalemget YAREGAL,ETH,Trento (ITA),06 OCT 2024,1173,Half
1268,1:07:59,Zewditu ADERAW,ETH,Santa Pola (ESP),21 JAN 2024,1171,Half
1269,1:07:59,Zerihun ALEMTSEHAY,ETH,Sevilla (ESP),28 JAN 2024,1171,Half
1270,1:07:59,Stella CHESANG,UGA,Gifu (JPN),28 APR 2024,1171,Half
1271,1:08:02,Aberash SHILIMA,ETH,Sevilla (ESP),28 JAN 2024,1170,Half
1272,1:08:02,Charlotte PURDUE,GBR,Marugame (JPN),04 FEB 2024,1170,Half
1273,1:08:04,Dakotah LINDWURM,USA,"Two Harbors to Duluth,, Duluth, MN (USA)",22 JUN 2024,1170,Half
1274,1:08:09,Catherine CHEROTICH,KEN,Zwolle (NED),08 JUN 2024,1168,Half
1275,1:08:13,Siranesh YIRGA,ETH,Meishan (CHN),25 FEB 2024,1167,Half
1276,1:08:13,Morine Gesare MICHIRA,KEN,Milano (ITA),24 MAR 2024,1167,Half
1277,1:08:14,Amid Fozya JEMAL,ETH,Meishan (CHN),25 FEB 2024,1166,Half
1278,1:08:18,Yuka ANDO,JPN,Osaka (JPN),28 JAN 2024,1165,Half
1279,1:08:19,Nigsti HAFTU,ETH,Buenos Aires (ARG),25 AUG 2024,1164,Half
1280,1:08:20,Calli HAUGER-THACKERY,GBR,"Houston, TX (USA)",14 JAN 2024,1164,Half
1281,1:08:20,Desta BURKA,ETH,Osaka (JPN),28 JAN 2024,1164,Half
1282,1:08:26,Eva DIETERICH,GER,Valencia (ESP),27 OCT 2024,1162,Half
1283,1:08:27,Sofiia YAREMCHUK,ITA,Napoli (ITA),25 FEB 2024,1162,Half
1284,1:08:27,Cynthia JEROTICH,KEN,New Delhi (IND),20 OCT 2024,1162,Half
1285,1:08:28,Makenna MYLER,USA,"Houston, TX (USA)",14 JAN 2024,1161,Half
1286,1:08:33,Betelihem AFENIGUS,ETH,Istanbul (TUR),28 APR 2024,1160,Half
1287,1:08:34,Rahma TAHIRI,MAR,Marrakech (MAR),28 JAN 2024,1159,Half
1288,1:08:39,Betty Chepkemoi KIBET,KEN,Istanbul (TUR),28 APR 2024,1158,Half
1289,1:08:41,Winnie KIMUTAI,KEN,Berlin (GER),07 APR 2024,1157,Half
1290,1:08:44,Moira STEWARTOVÁ,CZE,Valencia (ESP),27 OCT 2024,1156,Half
1291,1:08:47,Kaoutar BOULAID,MAR,Valencia (ESP),27 OCT 2024,1155,Half
1292,1:08:50,Laura LUENGO,ESP,Valencia (ESP),27 OCT 2024,1154,Half
1293,1:08:51,Ayuko SUZUKI,JPN,Marugame (JPN),04 FEB 2024,1153,Half
1294,1:08:51,Aberu AYANA,ETH,Guadalajara (MEX),25 FEB 2024,1153,Half
1295,1:08:52,Nell ROJAS,USA,"Houston, TX (USA)",14 JAN 2024,1153,Half
1296,1:08:52,Purity Kajuju GITONGA,KEN,Bilbao (ESP),19 OCT 2024,1153,Half
1297,1:08:56,Mare DIBABA,ETH,Meishan (CHN),25 FEB 2024,1152,Half
1298,1:08:57,Yingcui LI,CHN,Meishan (CHN),25 FEB 2024,1151,Half
1299,1:08:58,Mercy CHELANGAT,KEN,"Houston, TX (USA)",14 JAN 2024,1151,Half
1300,1:09:00,Bosena MULATIE,ETH,Lisboa (POR),17 MAR 2024,1150,Half
1301,1:09:00,Clara EVANS,GBR,Valencia (ESP),27 OCT 2024,1150,Half
1302,1:09:01,Leanne POMPEANI,AUS,"Cricket Ground, Melbourne (AUS)",13 OCT 2024,1150,Half
1303,1:09:03,Dorcas Jepchirchir TUITOEK,KEN,Buenos Aires (ARG),25 AUG 2024,1149,Half
1304,1:09:03,Sayaka SATO,JPN,Copenhagen (DEN),15 SEP 2024,1149,Half
1305,1:09:04,Jessica STENSON,AUS,"Cricket Ground, Melbourne (AUS)",13 OCT 2024,1149,Half
1306,1:09:09,Isobel BATT-DOYLE,AUS,"Cricket Ground, Melbourne (AUS)",13 OCT 2024,1147,Half
1307,1:09:10,Erika KEMP,USA,"Houston, TX (USA)",14 JAN 2024,1147,Half
1308,1:09:10,Abbie DONNELLY,GBR,Barcelona (ESP),11 FEB 2024,1147,Half
1309,1:09:10,Eunice Chebichii CHUMBA,BRN,Gifu (JPN),28 APR 2024,1147,Half
1310,1:09:10,Ruth JEBET,BRN,Istanbul (TUR),28 APR 2024,1147,Half
1311,1:09:10,Irene SÁNCHEZ-ESCRIBANO,ESP,Valencia (ESP),27 OCT 2024,1147,Half
1312,1:09:11,Nesphine JEPLETING,KEN,Paris (FRA),03 MAR 2024,1146,Half
1313,1:09:14,Gladys JEMAIYO,KEN,"Atletiekstadium Gentbrugge, Gentbrugge (BEL)",10 MAR 2024,1145,Half
1314,1:09:14,Tigist GEZAHAGN,ETH,Lisboa (POR),17 MAR 2024,1145,Half
1315,1:09:14,Eilish MCCOLGAN,GBR,London (GBR),01 SEP 2024,1145,Half
1316,1:09:17,Tegest AYALEW,ETH,Santa Pola (ESP),21 JAN 2024,1144,Half
1317,1:09:18,Vivian JEROTICH,KEN,Verona (ITA),11 FEB 2024,1144,Half
1318,1:09:19,Soukaina ATANANE,MAR,"Sale, Rabat (MAR)",21 APR 2024,1144,Half
1319,1:09:20,Helah Jelagat KIPROP,KEN,Tallinn (EST),07 SEP 2024,1143,Half
1320,1:09:22,Meskerem MOLLA,ETH,Poznan (POL),14 APR 2024,1143,Half
1321,1:09:23,Megertu ALEMU,ETH,Ras Al Khaimah (UAE),24 FEB 2024,1142,Half
1322,1:09:24,Mao UESUGI,JPN,Marugame (JPN),04 FEB 2024,1142,Half
1323,1:09:25,Delvine Relin MERINGOR,ROU,"Stadio Olimpico, Roma (ITA)",09 JUN 2024,1142,Half
1324,1:09:26,Josephine NAUKOT,KEN,Mainz (GER),05 MAY 2024,1141,Half
1325,1:09:29,Rediet DANIEL,ETH,Poznan (POL),14 APR 2024,1140,Half
1326,1:09:30,Alisa VAINIO,FIN,Copenhagen (DEN),15 SEP 2024,1140,Half
1327,1:09:31,Diane VAN ES,NED,Barcelona (ESP),11 FEB 2024,1140,Half
1328,1:09:31,Hilda KIPTUM,KEN,"Atletiekstadium Gentbrugge, Gentbrugge (BEL)",10 MAR 2024,1140,Half
1329,1:09:31,Ai HOSODA,JPN,Hakodate (JPN),30 JUN 2024,1140,Half
1330,1:09:32,Rebecca CHEPKWEMOI,KEN,"Atletiekstadium Gentbrugge, Gentbrugge (BEL)",10 MAR 2024,1139,Half
1331,1:09:32,Fabienne KÖNIGSTEIN,GER,Warszawa (POL),24 MAR 2024,1139,Half
1332,1:09:32,Yumi YOSHIKAWA,JPN,Valencia (ESP),27 OCT 2024,1139,Half
1333,1:09:35,Roza DEREJE,ETH,Larne (GBR),25 AUG 2024,1138,Half
1334,1:09:37,Cuomu CIREN,CHN,Meishan (CHN),25 FEB 2024,1138,Half
1335,1:09:41,Maggie MONTOYA,USA,"Houston, TX (USA)",14 JAN 2024,1136,Half
1336,1:09:41,Hiwot GEBREKIDAN,ETH,Guadalajara (MEX),25 FEB 2024,1136,Half
1337,1:09:42,Susanna SULLIVAN,USA,"Eakins Oval, Philadelphia, PA (USA)",15 SEP 2024,1136,Half
1338,1:09:42,Tiruye MESFIN,ETH,New Delhi (IND),20 OCT 2024,1136,Half
1339,1:09:45,Brenda JEPCHIRCHIR,KEN,Mainz (GER),05 MAY 2024,1135,Half
1340,1:09:46,Domenika MAYER,GER,Warszawa (POL),24 MAR 2024,1134,Half
1341,1:09:46,Nazret WELDU,ERI,Yangzhou (CHN),31 MAR 2024,1134,Half
1342,1:09:48,Juliette THOMAS,BEL,"Atletiekstadium Gentbrugge, Gentbrugge (BEL)",10 MAR 2024,1134,Half
1343,1:09:48,Sultan HAYDAR,TUR,Praha (CZE),06 APR 2024,1134,Half
1344,1:09:49,Margaux SIERACKI,FRA,Lille (FRA),17 MAR 2024,1133,Half
1345,1:09:50,Min LIU,CHN,Meishan (CHN),25 FEB 2024,1133,Half
1346,1:09:51,Esther PFEIFFER,GER,Hamburg (GER),15 SEP 2024,1133,Half
1347,1:09:53,Meseret DINKE,ETH,Istanbul (TUR),28 APR 2024,1132,Half
1348,1:09:53,Dibabe BEYENE,ETH,Riga (LAT),19 MAY 2024,1132,Half
1349,1:09:54,Judith KIYENG,KEN,Poznan (POL),14 APR 2024,1132,Half
1350,1:09:54,Anna VIKULOVA,RUS,Kazan (RUS),12 MAY 2024,1132,Half
1351,1:09:55,Camilla RICHARDSSON,FIN,Barcelona (ESP),11 FEB 2024,1131,Half
1352,1:09:56,Lilian Jepkorir CHEBII,KEN,"Atletiekstadium Gentbrugge, Gentbrugge (BEL)",10 MAR 2024,1131,Half
1353,1:09:57,Waganesh MEKASHA,ETH,Yangzhou (CHN),31 MAR 2024,1131,Half
1354,1:09:57,Beatrice Nyaboke BEGI,KEN,Madrid (ESP),07 APR 2024,1131,Half
1355,1:09:58,Katharina STEINRUCK,GER,Den Haag (NED),10 MAR 2024,1130,Half
1356,1:09:58,Cynthia CHEMWENO,KEN,Porto (POR),15 SEP 2024,1130,Half
1357,1:09:59,Fadouwa LEDHEM,FRA,Paris (FRA),03 MAR 2024,1130,Half
