,Mark,Competitor,Nat,Location,Date,Results Score,Discipline,Athlete ID,Number of Runs,Number of Bike Rides,Profile Visibility
1399,28:06.46,Ryo SAITO,JPN,"Honjo Athletic Stadium, Kitakyushu (JPN)",18 MAY 2024,1122,10000m,38731004,0,812,Public
1400,28:06.71,Simon BOCH,GER,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1121,10000m,98419764,0,0,Public
1401,28:07.37,Eduardo MENACHO,ESP,"Estadi Municipal La Bòbila, Gavá (ESP)",02 MAR 2024,1120,10000m,100137725,173,0,Public
1402,28:07.86,Victor KIPROP,KEN,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1120,10000m,96782436,327,0,Private
1403,28:08.26,Evans KIPLAGAT,KEN,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1119,10000m,138734939,0,0,Public
1404,28:08.26,Hisaya HANAOKA,JPN,"National Stadium, Tokyo (JPN)",09 MAY 2024,1119,10000m,NA,NA,NA,NA
1405,28:08.29,Kosuke ISHIDA,JPN,"National Stadium, Tokyo (JPN)",09 MAY 2024,1119,10000m,NA,NA,NA,NA
1406,28:08.53,Yusuke NISHIYAMA,JPN,"Athletics Stadium, Fukagawa (JPN)",17 JUL 2024,1119,10000m,44331112,87,159,Public
1407,28:08.82,Vladimir NIKITIN,RUS,"Kalininets Stadium, Yekaterinburg (RUS)",17 AUG 2024,1118,10000m,63632176,679,101,Public
1408,28:08.85,Zach PANNING,USA,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1118,10000m,26837949,2692,25,Public
1409,28:09.19,Muthoni MUIRU,KEN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1118,10000m,45211894,2,22,Public
1410,28:09.26,Afewerki ZERU,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1118,10000m,32060116,3078,1,Private
1411,28:09.28,Philemon Kiplagat RUTO,KEN,"Universiade Commemorative Stadium, Kobe (JPN)",21 APR 2024,1118,10000m,NA,NA,NA,NA
1412,28:09.72,Dennis KIPRUTO,KEN,"National Stadium, Tokyo (JPN)",09 MAY 2024,1117,10000m,112774892,599,68,Public
1413,28:09.73,Ben PERRIN,USA,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1117,10000m,NA,NA,NA,NA
1414,28:10.06,Adisu GUADIA,ISR,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1116,10000m,NA,NA,NA,NA
1415,28:10.29,Evans Keitany KIPTUM,KEN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",22 SEP 2024,1116,10000m,NA,NA,NA,NA
1416,28:10.46,Futsum ZIENASELLASSIE,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1116,10000m,114465840,630,9,Private
1417,28:11.16,Simon SUNDSTRÖM,SWE,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1115,10000m,35993768,2540,14,Private
1418,28:11.17,Shadrack RONO,KEN,"Prefectural Stadium, Kumagaya (JPN)",18 MAY 2024,1115,10000m,65284289,0,0,Public
1419,28:11.20,Yudai KATAKAWA,JPN,"Egao Kenko Stadium, Kumamoto (JPN)",13 APR 2024,1115,10000m,NA,NA,NA,NA
1420,28:11.30,Yuta NAKAYAMA,JPN,"Universiade Commemorative Stadium, Kobe (JPN)",21 APR 2024,1114,10000m,32082729,3,40,Public
1421,28:11.68,James KIMEU,KEN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1114,10000m,94876602,109,0,Public
1422,28:11.79,Ishmael ARTHUR,GHA,"University of Ghana Sports Stadium, Accra (GHA)",04 JUN 2024,1114,10000m,28079951,1531,24,Public
1423,28:12.01,Hibiki YOSHIDA,JPN,"National Stadium, Tokyo (JPN)",09 MAY 2024,1113,10000m,NA,NA,NA,NA
1424,28:12.14,Chandler GIBBENS,USA,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1113,10000m,35680056,2933,86,Public
1425,28:12.32,Vincent Kibet YEGON,KEN,"Egao Kenko Stadium, Kumamoto (JPN)",13 APR 2024,1113,10000m,NA,NA,NA,NA
1426,28:12.41,Tom FÖRSTER,GER,"Sportpark Orsbeck, Wassenberg (GER)",04 MAY 2024,1113,10000m,40153401,1220,8,Private
1427,28:12.77,Ryota KOBAYASHI,JPN,"National Stadium, Tokyo (JPN)",09 MAY 2024,1112,10000m,6043824,208,1805,Private
1428,28:12.88,Denis KIPNGETICH,KEN,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1112,10000m,69571846,5,0,Public
1429,28:12.94,Kiprono SITONIK,KEN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",22 SEP 2024,1112,10000m,NA,NA,NA,NA
1430,28:13.15,Taisei KIYONO,JPN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1112,10000m,NA,NA,NA,NA
1431,28:13.34,Shotaro ISHIHARA,JPN,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1111,10000m,NA,NA,NA,NA
1432,28:13.38,Daiki OZAWA,JPN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1111,10000m,NA,NA,NA,NA
1433,28:13.67,Riku TAMAME,JPN,"National Stadium, Tokyo (JPN)",09 MAY 2024,1111,10000m,NA,NA,NA,NA
1434,28:14.04,Boniface MULWA,KEN,"Prefectural Stadium, Kumagaya (JPN)",18 MAY 2024,1110,10000m,NA,NA,NA,NA
1435,28:14.34,Aidan O'GORMAN,USA,"Mt. Hood Community College, Gresham, OR (USA)",08 JUN 2024,1110,10000m,31120020,862,1,Private
1436,28:14.73,Hiroshi ICHIDA,JPN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1109,10000m,31871260,0,1239,Public
1437,28:14.77,Patrick KIPROP,KEN,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1109,10000m,75222533,971,6,Public
1438,28:14.83,Patrick MATHENGE,KEN,"Universiade Commemorative Stadium, Kobe (JPN)",20 APR 2024,1109,10000m,141434314,6,0,Public
1439,28:14.96,Valentin SOCA,URU,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1109,10000m,35490201,9,0,Public
1440,28:15.12,Ky ROBINSON,AUS,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1109,10000m,29640973,2556,2,Public
1441,28:15.18,Hayato NOMURA,JPN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1109,10000m,23830578,0,2,Public
1442,28:15.42,Aidan REED,USA,"Mt. Hood Community College, Gresham, OR (USA)",08 JUN 2024,1108,10000m,7383475,4738,260,Private
1443,28:15.45,Philip MULUWA,KEN,"Prefectural Stadium, Kumagaya (JPN)",18 MAY 2024,1108,10000m,NA,NA,NA,NA
1444,28:16.00,Suguru OSAKO,JPN,"Mt. Hood Community College, Gresham, OR (USA)",08 JUN 2024,1107,10000m,111739002,0,0,Public
1445,28:16.20,Shogo NAKAMURA,JPN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1107,10000m,32294430,802,32,Public
1446,28:16.32,Rui AOKI,JPN,"National Stadium, Tokyo (JPN)",09 MAY 2024,1107,10000m,122992835,0,0,Private
1447,28:16.49,Austin VANCIL,USA,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1107,10000m,6906691,2477,123,Public
1448,28:16.67,Benard KIMELI,KEN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",22 SEP 2024,1106,10000m,NA,NA,NA,NA
1449,28:16.68,Dan KIPLANGAT,KEN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",22 SEP 2024,1106,10000m,NA,NA,NA,NA
1450,28:16.76,Ryuto UEHARA,JPN,"National Stadium, Tokyo (JPN)",09 MAY 2024,1106,10000m,100651551,18,0,Public
1451,28:17.15,Alex MAIER,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",11 APR 2024,1106,10000m,19337297,2121,163,Private
1452,28:17.37,Jin YUASA,JPN,"Athletics Stadium, Shibetsu (JPN)",13 JUL 2024,1105,10000m,42334715,0,1,Public
1453,28:17.60,Saul ACOSTA,MEX,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1105,10000m,113418418,1443,3,Private
1454,28:17.63,Takuya HANYU,JPN,"Hoshigadai Stadium, Tajimi (JPN)",05 OCT 2024,1105,10000m,NA,NA,NA,NA
1455,28:17.66,Ryan JOHNSON,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1105,10000m,8520328,12,2204,Public
1456,28:17.69,Cole SPROUT,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1105,10000m,6296853,3161,98,Public
1457,28:17.73,Yuto AKAHOSHI,JPN,"Yanmar Stadium Nagai, Osaka (JPN)",31 MAY 2024,1105,10000m,NA,NA,NA,NA
1458,28:17.75,Sodai SHIMIZU,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1105,10000m,NA,NA,NA,NA
1459,28:17.78,Christian RICKETTS,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1105,10000m,19454455,2474,12,Private
1460,28:17.90,Kazuto KAWABATA,JPN,"Yanmar Stadium Nagai, Osaka (JPN)",31 MAY 2024,1104,10000m,NA,NA,NA,NA
1461,28:17.98,Hiromichi NONAKA,JPN,"National Stadium, Tokyo (JPN)",09 MAY 2024,1104,10000m,NA,NA,NA,NA
1462,28:17.99,Jesús RAMOS,ESP,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1104,10000m,18796052,5,396,Public
1463,28:18.26,Shunya KIKUCHI,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1104,10000m,115414294,1039,0,Private
1464,28:18.36,Josphat Ledama KISAISA,KEN,"Prefectural Stadium, Kumagaya (JPN)",18 MAY 2024,1104,10000m,NA,NA,NA,NA
1465,28:18.74,Tatsuya KIYAMA,JPN,"Athletics Stadium, Shibetsu (JPN)",13 JUL 2024,1103,10000m,18565016,558,1,Private
1466,28:18.92,Ahmed OUHDA,ITA,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1103,10000m,27102390,221,12,Public
1467,28:19.01,Vincent CHIRCHIR,KEN,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1103,10000m,NA,NA,NA,NA
1468,28:19.43,Aarón LAS HERAS,ESP,"Cougar Athletic Stadium, Azusa, CA (USA)",11 APR 2024,1102,10000m,46028629,321,12,Private
1469,28:19.49,Artūrs Niklāvs MEDVEDS,LAT,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1102,10000m,NA,NA,NA,NA
1470,28:19.58,Chio NISHIKAWA,JPN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1102,10000m,NA,NA,NA,NA
1471,28:19.67,Jake RITTER,USA,"Mt. Hood Community College, Gresham, OR (USA)",08 JUN 2024,1102,10000m,23718316,4258,38,Public
1472,28:19.81,Hicham OULADHA,MAR,Sale (MAR),30 JUN 2024,1101,10000m,67065684,1486,0,Public
1473,28:19.85,Tamaki FUJIMOTO,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1101,10000m,NA,NA,NA,NA
1474,28:19.86,Yuma NISHIZAWA,JPN,"Hoshigadai Stadium, Tajimi (JPN)",05 OCT 2024,1101,10000m,NA,NA,NA,NA
1475,28:20.04,Fernando CARRO,ESP,"Estadi Municipal La Bòbila, Gavá (ESP)",02 MAR 2024,1101,10000m,21135831,218,469,Private
1476,28:20.40,Kyuma YOKOTA,JPN,"Honjo Athletic Stadium, Kitakyushu (JPN)",18 MAY 2024,1101,10000m,NA,NA,NA,NA
1477,28:20.56,Tariq Ahmed AL AMRI,KSA,"Pistes d'atletisme Gaetà Huguet, Castellón (ESP)",22 MAY 2024,1100,10000m,NA,NA,NA,NA
1478,28:20.61,Chikara YAMANO,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1100,10000m,NA,NA,NA,NA
1479,28:20.63,Emmanuel MUTABAZI,RWA,"Moselstadion, Trier (GER)",06 SEP 2024,1100,10000m,104767247,0,0,Public
1480,28:20.72,Martin KIPROTICH,UGA,"Stade de France, Paris (FRA)",02 AUG 2024,1100,10000m,NA,NA,NA,NA
1481,28:20.76,Chimdessa DEBELE,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",14 JUN 2024,1100,10000m,NA,NA,NA,NA
1482,28:21.03,Miguel BAIDAL,ESP,"Estadi Municipal La Bòbila, Gavá (ESP)",02 MAR 2024,1100,10000m,14078143,2376,1010,Private
1483,57:30,Yomif KEJELCHA,ETH,Valencia (ESP),27 OCT 2024,1289,Half,48214983,0,0,Public
1484,58:05,Sabastian Kimaru SAWE,KEN,Copenhagen (DEN),15 SEP 2024,1265,Half,NA,NA,NA,NA
1485,58:09,Jacob KIPLIMO,UGA,Copenhagen (DEN),15 SEP 2024,1262,Half,NA,NA,NA,NA
1486,58:10,Isaia Kipkoech LASOI,KEN,Copenhagen (DEN),15 SEP 2024,1261,Half,NA,NA,NA,NA
1487,58:17,Daniel MATEIKO,KEN,Valencia (ESP),27 OCT 2024,1256,Half,NA,NA,NA,NA
1488,58:39,Gemechu DIDA,ETH,Valencia (ESP),27 OCT 2024,1241,Half,108522839,0,0,Public
1489,58:41,Vincent Kibet LANGAT,KEN,Valencia (ESP),27 OCT 2024,1240,Half,NA,NA,NA,NA
1490,58:47,Amos KURGAT,KEN,Copenhagen (DEN),15 SEP 2024,1236,Half,NA,NA,NA,NA
1491,58:50,John KORIR,KEN,Ras Al Khaimah (UAE),24 FEB 2024,1234,Half,105366367,1399,0,Public
1492,58:57,Selemon BAREGA,ETH,Valencia (ESP),27 OCT 2024,1229,Half,NA,NA,NA,NA
1493,59:21,Bravin KIPROP,KEN,Sevilla (ESP),28 JAN 2024,1213,Half,NA,NA,NA,NA
1494,59:22,Kibiwott KANDIE,KEN,Barcelona (ESP),11 FEB 2024,1212,Half,73479012,0,0,Public
1495,59:23,Andreas ALMGREN,SWE,Barcelona (ESP),11 FEB 2024,1211,Half,11690614,600,63,Public
1496,59:26,Brian KWEMOI,KEN,Napoli (ITA),25 FEB 2024,1209,Half,NA,NA,NA,NA
1497,59:28,Roncer Kipkorir KONGA,KEN,Barcelona (ESP),11 FEB 2024,1208,Half,NA,NA,NA,NA
1498,59:30,Dinkalem AYELE,ETH,Barcelona (ESP),11 FEB 2024,1206,Half,NA,NA,NA,NA
1499,59:30,Daniel Simiu EBENYO,KEN,Berlin (GER),07 APR 2024,1206,Half,NA,NA,NA,NA
1500,59:32,Richard ETIR,KEN,Marugame (JPN),04 FEB 2024,1205,Half,115772848,253,0,Public
1501,59:32,Edward CHESEREK,KEN,Copenhagen (DEN),15 SEP 2024,1205,Half,23377348,0,0,Private
1502,59:37,Alexander MUNYAO,KEN,Marugame (JPN),04 FEB 2024,1202,Half,NA,NA,NA,NA
1503,59:37,Hillary KIPKOECH,KEN,Barcelona (ESP),11 FEB 2024,1202,Half,89621357,2012,1,Public
1504,59:37,Alex Nzioka MATATA,KEN,Padova (ITA),21 APR 2024,1202,Half,NA,NA,NA,NA
1505,59:38,Gerba DIBABA,ETH,Ras Al Khaimah (UAE),24 FEB 2024,1201,Half,NA,NA,NA,NA
1506,59:41,Birhanu BALEW,BRN,Valencia (ESP),27 OCT 2024,1199,Half,NA,NA,NA,NA
1507,59:42,Benard KIBET,KEN,Ras Al Khaimah (UAE),24 FEB 2024,1198,Half,99675356,0,0,Public
1508,59:42,Thierry NDIKUMWENAYO,ESP,Valencia (ESP),27 OCT 2024,1198,Half,NA,NA,NA,NA
1509,59:43,Emmanuel Moi MARU,KEN,Barcelona (ESP),11 FEB 2024,1198,Half,NA,NA,NA,NA
1510,59:43,Birhanu LEGESE,ETH,Ras Al Khaimah (UAE),24 FEB 2024,1198,Half,58906467,0,0,Public
1511,59:45,Antony KIMTAI,KEN,Napoli (ITA),25 FEB 2024,1196,Half,NA,NA,NA,NA
1512,59:46,Tamirat TOLA,ETH,Ras Al Khaimah (UAE),24 FEB 2024,1196,Half,NA,NA,NA,NA
1513,59:46,Joshua CHEPTEGEI,UGA,New Delhi (IND),20 OCT 2024,1196,Half,56435002,4,0,Public
1514,59:46,Etienne DAGUINOS,FRA,Valencia (ESP),27 OCT 2024,1196,Half,21935508,3413,218,Public
1515,59:47,Benard BIWOTT,KEN,Napoli (ITA),25 FEB 2024,1195,Half,150881600,0,0,Public
1516,59:47,Hicham AMGHAR,MAR,Istanbul (TUR),28 APR 2024,1195,Half,NA,NA,NA,NA
1517,59:47,Kennedy KIMUTAI,KEN,Copenhagen (DEN),15 SEP 2024,1195,Half,63508292,0,0,Public
1518,59:48,Vincent KIGEN,KEN,Sevilla (ESP),28 JAN 2024,1194,Half,106705842,0,0,Public
1519,59:59,Andamlak BELIHU,ETH,Santa Pola (ESP),21 JAN 2024,1187,Half,NA,NA,NA,NA
1520,59:59,Nicholas KIPKORIR,KEN,New Delhi (IND),20 OCT 2024,1187,Half,67204225,0,0,Public
1521,1:00:00,Edward Konana KOONYO,KEN,"Atletiekstadium Gentbrugge, Gentbrugge (BEL)",10 MAR 2024,1186,Half,NA,NA,NA,NA
1522,1:00:00,Evans KIPKORIR,KEN,"Atletiekstadium Gentbrugge, Gentbrugge (BEL)",10 MAR 2024,1186,Half,148262491,0,0,Public
1523,1:00:01,Emile CAIRESS,GBR,Napoli (ITA),25 FEB 2024,1186,Half,12086489,0,0,Private
1524,1:00:01,Geoffrey TOROITICH,KEN,Praha (CZE),06 APR 2024,1186,Half,NA,NA,NA,NA
1525,1:00:02,Patrick MOSIN,KEN,Cardiff (GBR),06 OCT 2024,1185,Half,37555189,0,1,Public
1526,1:00:03,Bute GEMECHU,ETH,Istanbul (TUR),28 APR 2024,1184,Half,NA,NA,NA,NA
1527,1:00:10,Boki DIRIBA,ETH,Ras Al Khaimah (UAE),24 FEB 2024,1180,Half,NA,NA,NA,NA
1528,1:00:11,Amos BETT,KEN,Marugame (JPN),04 FEB 2024,1179,Half,145096029,0,0,Public
1529,1:00:11,Sondre Nordstad MOEN,NOR,Marugame (JPN),04 FEB 2024,1179,Half,14983457,498,1,Public
1530,1:00:13,Abduljelil ABDULWOKIL,ETH,Yangzhou (CHN),31 MAR 2024,1178,Half,NA,NA,NA,NA
1531,1:00:13,Vincent MUTAI,KEN,Cardiff (GBR),06 OCT 2024,1178,Half,91894138,75,141,Public
1532,1:00:14,Mathew Kipkorir KIMELI,KEN,Barcelona (ESP),11 FEB 2024,1177,Half,NA,NA,NA,NA
1533,1:00:15,Hosea KIPLANGAT,UGA,Trento (ITA),06 OCT 2024,1176,Half,NA,NA,NA,NA
1534,1:00:17,Tebello RAMAKONGOANA,LES,"Two Harbors to Duluth,, Duluth, MN (USA)",22 JUN 2024,1175,Half,134237562,325,0,Public
1535,1:00:18,Cosmas Mwangi BOI,KEN,Cardiff (GBR),06 OCT 2024,1174,Half,NA,NA,NA,NA
1536,1:00:18,Bastien AUGUSTO,FRA,Valencia (ESP),27 OCT 2024,1174,Half,6816684,810,520,Public
1537,1:00:19,Solomon KIPCHOGE,KEN,Istanbul (TUR),28 APR 2024,1174,Half,NA,NA,NA,NA
1538,1:00:21,Abdi NAGEEYE,NED,Den Haag (NED),10 MAR 2024,1172,Half,56344085,4,0,Public
1539,1:00:21,Benard Kibet MURKOMEN,KEN,Yangzhou (CHN),31 MAR 2024,1172,Half,NA,NA,NA,NA
1540,1:00:21,Samwel Nyamai MAILU,KEN,Riga (LAT),19 MAY 2024,1172,Half,NA,NA,NA,NA
1541,1:00:23,Chimdessa DEBELE,ETH,Barcelona (ESP),11 FEB 2024,1171,Half,NA,NA,NA,NA
1542,1:00:23,Collins Kipkirui KIPKORIR,KEN,Tallinn (EST),07 SEP 2024,1171,Half,NA,NA,NA,NA
1543,1:00:25,Abel KIPCHUMBA,KEN,"New York, NY (USA)",17 MAR 2024,1170,Half,NA,NA,NA,NA
1544,1:00:26,Gilbert KIBET,KEN,Porto (POR),15 SEP 2024,1169,Half,41123687,0,0,Public
1545,1:00:27,Adisu NEGASH,ETH,"Sale, Rabat (MAR)",21 APR 2024,1168,Half,NA,NA,NA,NA
1546,1:00:27,Mathew SAMPERU,KEN,Istanbul (TUR),28 APR 2024,1168,Half,NA,NA,NA,NA
1547,1:00:27,Timothy Kibet KOSGEI,KEN,Cardiff (GBR),06 OCT 2024,1168,Half,NA,NA,NA,NA
1548,1:00:28,Alphonce Felix SIMBU,TAN,Ras Al Khaimah (UAE),24 FEB 2024,1168,Half,47309660,2,0,Public
1549,1:00:28,Gideon KIPROTICH,KEN,Napoli (ITA),25 FEB 2024,1168,Half,40651569,0,0,Public
1550,1:00:29,Omar Ait CHITACHEN,MAR,"Sale, Rabat (MAR)",21 APR 2024,1167,Half,NA,NA,NA,NA
1551,1:00:30,Razini LEMETEKI,KEN,Marugame (JPN),04 FEB 2024,1166,Half,NA,NA,NA,NA
1552,1:00:32,David Shungeya NEIYIAI,KEN,Marugame (JPN),04 FEB 2024,1165,Half,NA,NA,NA,NA
1553,1:00:34,Nehemiah KIPYEGON,KEN,Copenhagen (DEN),15 SEP 2024,1164,Half,NA,NA,NA,NA
1554,1:00:36,Peter Mwaniki AILA,KEN,Copenhagen (DEN),15 SEP 2024,1162,Half,NA,NA,NA,NA
1555,1:00:38,Cameron LEVINS,CAN,Istanbul (TUR),28 APR 2024,1161,Half,26743149,914,0,Public
1556,1:00:38,Bedan KAROKI,KEN,Tokyo (JPN),20 OCT 2024,1161,Half,NA,NA,NA,NA
1557,1:00:39,Seifu TURA,ETH,Ras Al Khaimah (UAE),24 FEB 2024,1160,Half,NA,NA,NA,NA
1558,1:00:39,Charles Mbatha MATATA,KEN,Venlo (NED),24 MAR 2024,1160,Half,NA,NA,NA,NA
1559,1:00:39,Bravin Kipkogei KIPTOO,KEN,Cardiff (GBR),06 OCT 2024,1160,Half,NA,NA,NA,NA
1560,1:00:40,Ahmed EL JADDAR,MAR,Barcelona (ESP),11 FEB 2024,1160,Half,NA,NA,NA,NA
1561,1:00:40,Dominic Chemut KIPTARUS,KEN,Lisboa (POR),17 MAR 2024,1160,Half,NA,NA,NA,NA
1562,1:00:40,Wisley KIPKEMOI,KEN,Yangzhou (CHN),31 MAR 2024,1160,Half,NA,NA,NA,NA
1563,1:00:41,Shunsuke SHIKAMA,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1159,Half,NA,NA,NA,NA
1564,1:00:41,Naoki OTA,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1159,Half,12856764,1313,41,Public
1565,1:00:41,Zouhair TALBI,MAR,"New York, NY (USA)",17 MAR 2024,1159,Half,73380869,1233,4,Public
1566,1:00:41,Vincent KIMUTAI,KEN,Milano (ITA),24 MAR 2024,1159,Half,94060552,0,0,Public
1567,1:00:42,Jemal MEKONEN,ETH,"Houston, TX (USA)",14 JAN 2024,1158,Half,NA,NA,NA,NA
1568,1:00:42,Ibrahim HASSAN,DJI,"Atletiekstadium Gentbrugge, Gentbrugge (BEL)",10 MAR 2024,1158,Half,1658176,9,692,Public
1569,1:00:43,Wesley KIPTOO,KEN,"Houston, TX (USA)",14 JAN 2024,1158,Half,NA,NA,NA,NA
1570,1:00:43,Ezekiel MUTAI,UGA,Lille (FRA),17 MAR 2024,1158,Half,52036408,14,2,Public
1571,1:00:43,Simon MWANGI,KEN,Milano (ITA),24 MAR 2024,1158,Half,37868862,403,4,Public
1572,1:00:43,James KIPKOGEI,KEN,Istanbul (TUR),28 APR 2024,1158,Half,NA,NA,NA,NA
1573,1:00:44,Richard YATOR,KEN,Buenos Aires (ARG),25 AUG 2024,1157,Half,NA,NA,NA,NA
1574,1:00:44,Enyew NIGATE,ETH,Cardiff (GBR),06 OCT 2024,1157,Half,NA,NA,NA,NA
1575,1:00:45,Milkesa MENGESHA,ETH,"Houston, TX (USA)",14 JAN 2024,1156,Half,NA,NA,NA,NA
1576,1:00:45,Abbabiya SIMBASSA,USA,"Houston, TX (USA)",14 JAN 2024,1156,Half,NA,NA,NA,NA
1577,1:00:45,Bernard Kiprop KOECH,KEN,Paris (FRA),03 MAR 2024,1156,Half,NA,NA,NA,NA
1578,1:00:46,Ismael KIPRONO,KEN,Zwolle (NED),08 JUN 2024,1156,Half,NA,NA,NA,NA
1579,1:00:47,Koki KAMATA,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1155,Half,NA,NA,NA,NA
1580,1:00:47,Tadesse GETAHON,ISR,Copenhagen (DEN),15 SEP 2024,1155,Half,NA,NA,NA,NA
1581,1:00:47,Dennis Kibet KITIYO,KEN,Valencia (ESP),27 OCT 2024,1155,Half,NA,NA,NA,NA
1582,1:00:47,Weldon LANGAT,KEN,Valencia (ESP),27 OCT 2024,1155,Half,92820095,0,0,Public
1583,1:00:48,Mustefa KEDIR,ETH,Den Haag (NED),10 MAR 2024,1154,Half,NA,NA,NA,NA
1584,1:00:48,Mike CHEMATOT,KEN,Tallinn (EST),07 SEP 2024,1154,Half,NA,NA,NA,NA
1585,1:00:49,Diego ESTRADA,USA,"Houston, TX (USA)",14 JAN 2024,1154,Half,27902031,3343,18,Public
1586,1:00:49,Soushi SUZUKI,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1154,Half,NA,NA,NA,NA
1587,1:00:49,Daiki HATTORI,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1154,Half,36047007,441,0,Public
1588,1:00:49,Aron KIFLE,ERI,Copenhagen (DEN),15 SEP 2024,1154,Half,NA,NA,NA,NA
1589,1:00:49,Paul KUIRA,KEN,Tokyo (JPN),20 OCT 2024,1154,Half,NA,NA,NA,NA
1590,1:00:50,Samuel KIBET,UGA,Lille (FRA),17 MAR 2024,1153,Half,85775837,0,0,Public
1591,1:00:50,Victor KWEMBOI,UGA,Copenhagen (DEN),15 SEP 2024,1153,Half,NA,NA,NA,NA
1592,1:00:50,Vincent Kibet YEGON,KEN,Tokyo (JPN),20 OCT 2024,1153,Half,NA,NA,NA,NA
1593,1:00:50,Yohanes CHIAPPINELLI,ITA,Valencia (ESP),27 OCT 2024,1153,Half,134247038,0,0,Public
1594,1:00:51,Daisuke DOI,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1152,Half,97042106,0,0,Public
1595,1:00:51,Efrem GIDEY,IRL,Copenhagen (DEN),15 SEP 2024,1152,Half,48998044,466,5,Public
1596,1:00:52,Muktar EDRIS,ETH,New Delhi (IND),20 OCT 2024,1152,Half,94659051,0,0,Public
1597,1:00:52,Benard KIMELI,KEN,Tokyo (JPN),20 OCT 2024,1152,Half,NA,NA,NA,NA
1598,1:00:54,Yuma NISHIZAWA,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1150,Half,NA,NA,NA,NA
1599,1:00:54,Cleophas Kandie MEYAN,KEN,Tokyo (JPN),20 OCT 2024,1150,Half,NA,NA,NA,NA
1600,1:00:55,Peter Kibui WANGARI,KEN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1150,Half,NA,NA,NA,NA
1601,1:00:55,Mohammed BENYETTOU,ALG,Copenhagen (DEN),15 SEP 2024,1150,Half,128172345,220,27,Private
1602,1:00:56,Amanal PETROS,GER,Lisboa (POR),17 MAR 2024,1149,Half,NA,NA,NA,NA
